Ticker,Company,score,Close,Market Cap,Change 1M,total yield,ms debt,roic v2,book price,sic,price251ago,opInc,fcf yield,dolVol,comStockEq,ms cem,total return,spitz roic,ms ce,momentum,Sector,Industry,Description,rebalance
CHMT,Chemtura,0,32.8,2073830699.17,0.09,0.06,479000004.03,0.03,0.48,1259999993.09,27.64,40999999.77,0.02,32268641.98,983000004.11,202000000.24,0.19,0.03,202000000.24,1,Basic Materials,Chemicals,Manufactures industrial specialty chemicals,False
UFPI,Universal Forest Products,0,87.07,2000082045.74,-11.24,0.01,125886000.96,0.17,0.47,936293020.09,71.07,160019000.17,0.08,13345527.49,847090003.13,47136000.17,0.24,0.17,36682999.31,0.79,Basic Materials,Forest Products,Manufactures wood & wood-alternative products,False
CMC,Commercial Metals,0,16.99,1855836820.1,8.91,0.05,1071416996.06,0.09,0.7,1921144987.85,-0.43,170938998.61,0.21,21919849.1,1367271989.87,517544002.22,-42.07,0.09,517544002.22,0.93,Basic Materials,Steel,Manufactures & markets steel & metal products,False
KS,KapStone Paper,0,18.75,1827130985.1,-4.24,0.02,1495872988.85,0.07,0.49,2379964016.26,38.96,161933998.62,0.09,25426200.37,893540018.13,9449000.08,-0.51,0.07,9449000.08,0.76,Basic Materials,Forest Products,Producing & selling of kraft papers,False
TREX,Trex Co,0,58.29,1723341340.96,-1.54,0.06,43000000.64,0.61,0.07,152718997.43,12.67,93328999.87,0.05,12942830.25,112271998.95,2552999.97,3.6,0.61,2552999.97,0.91,Basic Materials,Building Materials,Manufactures wood-alternative decking products,False
ARLP,Alliance Resource,0,21.5,1649638037.22,-5.16,0.09,773514987,0.14,0.61,1772750008.6,10.79,247851002.32,0.27,6324084.18,1020606989.81,21372000.07,1.22,0.14,21372000.07,0.86,Basic Materials,Coal,A producer and marketer of coal,False
SCL,Stepan,0,71.14,1624991198.3,-0.97,0.01,306478003.24,0.19,0.4,737833986.52,33.7,136483998.45,0.05,6452326.09,638355987.45,207000003.84,1.13,0.19,207000003.84,0.94,Basic Materials,Chemicals,Produces specialty and intermediate chemicals,False
WDFC,WD-40,0,104.25,1600614211.74,-7.34,0.04,122000000.91,0.46,0.1,211503997.98,96.17,71347999.42,0.04,11231978.75,140395000.08,108523997.79,0.1,0.34,50890999.99,0.85,Basic Materials,Chemicals,Manufactures lubricants & cleaners,False
AHGP,Alliance Holdings,0,27.06,1559431134.95,-0.41,0.1,773514987,0.19,0.33,1301698983.66,21.69,244999002.13,0.27,1939498.47,554060004.07,25876000.49,0.41,0.19,25876000.49,0.89,Basic Materials,Coal,A producer and marketer of coal,False
KALU,Kaiser Aluminum,0,74.26,1555197391.44,-9.47,0.04,368600004.89,0.19,0.61,1109799998.98,84.37,167699996.19,0.06,13001815.71,814100002.92,273899997.4,-0.1,0.15,72900001.15,0.78,Basic Materials,Metals & Mining,Produces semi-fabricated aluminum products,False
AAON,AAON,0,28.35,1525291733.03,-3.9,0.04,0,0.48,0.14,190214000.11,12.35,81438000.29,0.02,3273286.53,204775999.29,35079999.88,1.31,0.43,14561999.75,0.92,Basic Materials,Building Materials,"Manufactures air-conditioning,heating equipment",False
IOSP,Innospec,0,56.5,1457864670.66,-8.28,0.02,147500002.31,0.17,0.48,632300011.6,58.29,107400000.46,0.07,6614923.86,651900004.74,167100000.32,-0.02,0.17,167100000.32,0.9,Basic Materials,Chemicals,Manufactures & markets chemicals,False
KWR,Quaker Chemical,0,108.24,1403546970.22,3.79,0.02,76337001.4,0.2,0.28,381555993.8,73.93,75888999.62,0.05,7358076.27,404242999.34,99023999.17,0.48,0.2,99023999.17,1,Basic Materials,Chemicals,Develops & markets chemical specialty products,False
NP,Neenah Paper,0,77.1,1325787784.53,-2.9,0.03,219199999.36,0.2,0.27,556899990.08,60.9,110600002.59,0.05,6790446.45,342199997.83,4499999.98,0.29,0.2,4499999.98,0.95,Basic Materials,Forest Products,An international producer of premium fine papers,False
APOG,Apogee Enterprises,0,41.69,1286906310.07,-6.67,0.01,20399999.93,0.3,0.37,419680010.58,58.14,116043001.65,0.04,11621655.47,446256006.82,77641000.92,-0.28,0.28,46975999.59,0.8,Basic Materials,Building Materials,Designs & develops glass products,False
BLDR,Builders FirstSource,0,9.46,1276075407.93,-15.39,0,1943801962.54,0.1,0.29,2238265910.25,43.95,221252993.4,-0.03,13064582.76,300313999.96,5849999.95,-0.79,0.1,5849999.95,0.66,Basic Materials,Building Materials,Supplies and manufactures building products,False
SWM,Schweitzer-Mauduit Intl,0,38.53,1178221256.54,1.99,0.04,444300002.25,0.14,0.45,880200031.55,42.35,124600002.59,0.1,4817531.68,525400009.8,89499999.59,-0.05,0.14,89499999.59,0.89,Basic Materials,Forest Products,Producer of premium specialty papers,False
ROCK,Gibraltar Industries,0,40.65,1168510960.41,8.92,0,209441000.54,0.14,0.37,506023998.65,-13.85,70267001.59,0.1,7440176.93,469645005.98,173061999.45,-3.93,0.14,173061999.45,1,Basic Materials,Building Materials,Manufacturer and distributor of building products,False
FOE,Ferro,0,13.25,1149383518.1,-0.45,0.04,487320998.11,0.15,0.28,755159003.31,-2.37,113855998.28,0,6308258.11,308394003.09,40555999.84,-6.59,0.15,40555999.84,0.91,Basic Materials,Chemicals,A producer of specialty materials and chemicals,False
IBP,Installed Building Prods,0,35.65,1129385760.39,1.28,0,164623000.33,0.22,0.13,288106001.21,-15.6,62099000.95,0.03,7295793.37,142532999.9,19050000.4,-3.29,0.22,19050000.4,0.94,Basic Materials,Building Materials,A residential insulation installer,False
CLW,Clearwater Paper,0,51.65,1098930971.12,-20.08,0.08,582575005.68,0.12,0.55,1053446996.1,50.81,123521001.79,0.04,5540188.99,471202994.72,331000,0.02,0.12,331000,0.75,Basic Materials,Forest Products,Produces consumer tissue and paperboard products,False
KRA,Kraton Performance,0,26.31,1081120211.05,-23.67,0,1722086968.67,0.05,0.62,2079213955.19,2.85,104939000.91,0.03,18245782.04,500675002.79,143548000.71,8.24,0.05,143548000.71,0.71,Basic Materials,Chemicals,A producer of styrenic block copolymers,False
NCS,NCI Building Systems,0,14.55,1039259709.92,-0.55,0.06,415065991.46,0.17,0.26,632924996.43,-15.83,105887000.19,0.08,8687757.35,268568996.93,56594999.94,-1.92,0.17,50710000.2,0.82,Basic Materials,Building Materials,Metal coil coating services,False
GPRE,Green Plains,0,25.05,1002006805.78,-8.91,0.03,923511997.15,0.04,0.88,1365986007.27,9.08,48355999.68,0.03,16331258.03,849832998.5,407358996.2,1.81,0.04,407358996.2,0.9,Basic Materials,Chemicals,"A producer, marketer & distributer of ethanol",False
BCC,Boise Cascade,0,18.7,984267175.43,-22.92,0,581573989.28,0.09,0.79,1022863993.13,57.33,90280999.82,0.04,9865138.92,572473989.99,131184000.65,-0.67,0.09,131184000.65,0.59,Basic Materials,Forest Products,Manufactures & sells wood & related products,False
GLT,P.H. Glatfelter,0,18.52,944114975.12,-11.35,0.03,378981002.2,0.1,0.86,1019917986.75,14.65,105745000.77,-0.02,3217367.14,691688996.17,50752000.84,0.3,0.1,50752000.84,0.79,Basic Materials,Forest Products,Provides specialty papers & engineered products,False
CBPX,Continental Building,0,19.3,849001453.51,-3.79,0.07,262615999.44,0.14,0.4,553585988.03,10.01,77606000.01,0.12,6271509.16,306696000.16,15726000.32,0.93,0.14,15726000.32,0.79,Basic Materials,Building Materials,Manufactures gypsum wallboard & finishing products,False
DEL,Deltic Timber,0,59.97,822851906.65,-9.18,0.04,241816997,0.04,0.34,482976986.73,63.7,17542000.08,0,2615264.6,244188996.72,3029000,-0.05,0.04,3029000,0.84,Basic Materials,Forest Products,Engaged in timber growing & lumber manufacturing,False
HSC,Harsco,0,10.75,796137381.74,8.37,0.02,675549987.2,0.07,0.29,846555986.88,10.19,54642000.37,0.06,5175560.79,250917002.48,79910999.35,0.1,0.07,79910999.35,0.98,Basic Materials,Metals & Mining,Provides industrial services & engineered products,False
GFF,Griffon,0,17.1,783333850.98,4.33,0.11,931614001.89,0.08,0.53,1283025003.35,19.05,100154999.58,0.03,2289005.9,420026999.86,68616000.57,-0.09,0.08,68616000.57,0.9,Basic Materials,Building Materials,Provider of home and building products,False
IPHS,Innophos Holdings,0,49.16,758364223.05,24.93,0.04,199169999.6,0.12,0.36,511742987.39,2.37,59114001.39,0.07,4974882.5,345368994.46,32795999.5,20.55,0.12,32795999.5,1,Basic Materials,Chemicals,Producer of specialty grade phosphate products,False
SXCP,SunCoke Energy Partners,0,18.05,699621199.3,19.38,0.13,821199986.64,0.09,0.87,1497899970.91,-68.23,127800000.17,0.14,4897821.29,722799989.35,46099999.05,-1.3,0.09,46099999.05,0.98,Basic Materials,Coal,Manufactures coke used in the blast furnace,False
IIIN,Insteel Industries,0,28.07,685077310.96,-16.58,0,,0.34,0.42,165693000.19,4.36,56422000.51,0.08,6308911.14,224566002.83,58872999.75,5.47,0.34,58872999.75,0.76,Basic Materials,Steel,Manufactures steel wire reinforcing products,False
EVA,Enviva Partners,0,28.9,668620934.1,6.84,0.07,211174002.21,0.1,0.45,515115005.71,-49.28,53362999.43,0.11,3113645.67,325336996.44,21395999.67,-1.62,0.1,21395999.67,1,Basic Materials,Forest Products,Produces utility-grade wood pellets,False
MTRN,Materion,0,32.75,613194741.97,9.9,0.02,16579000.21,0.06,0.77,500723000.92,26.49,31523999.95,0.05,3543951.93,499950010.26,15806000.17,0.25,0.06,15806000.17,1,Basic Materials,Metals & Mining,Manufacturer of engineered materials,False
UAN,CVR Partners,0,4.24,600399762.54,-15.03,0.17,624496993.39,0.04,1.33,1198651998.94,55.56,46097000.58,0.12,1800753.77,639450988.35,65296000.11,-0.91,0.04,65296000.11,0.44,Basic Materials,Agriculture,Produces & distributes nitrogen fertilizer product,False
RYAM,Rayonier Advanced,0,12.26,578430035.17,-6.56,0.02,783452997.57,0.21,0.4,675632985.92,-15.18,140956000.76,0.29,9525355.84,211845997.92,319666005.63,-1.83,0.21,319666005.63,0.77,Basic Materials,Chemicals,Producer of cellulose specialties products,False
MERC,Mercer International,0,8.35,547959340.61,0.72,0.06,647197002.44,0.13,0.78,925113991,32.09,118869998.36,0.15,1122902.76,419317996.29,141400997.49,-0.73,0.13,141400997.49,0.77,Basic Materials,Forest Products,Kraft pulp producer,False
PGTI,PGT,0,9.9,522253453.5,-7.48,0.01,247201996.17,0.16,0.26,344969991.85,22.21,56668999.8,0.05,4214311.32,127671998.12,29904000.62,-0.55,0.16,29904000.62,0.79,Basic Materials,Building Materials,Manufactures impact-resistant windows and doors,False
SXC,SunCoke Energy,0,10.29,514719816.77,31.42,0.02,864499987.84,0.07,0.44,1051999972.7,-117.87,74099998.7,0.24,5652914.01,292799995.58,105300001.7,-1.09,0.07,105300001.7,0.96,Basic Materials,Coal,An independent producer of metallurgical coke,False
AVD,American Vanguard,0,15.7,471339310.05,-0.32,0,44488000.58,0.06,0.6,315970999.6,5.91,19100000.12,0.12,1485199.38,278077005.64,6593999.93,1.66,0.06,6593999.93,0.89,Basic Materials,Agriculture,A specialty and agricultural products company,False
HWKN,Hawkins,0,41.1,459492542.96,-2.38,0.02,113672999.85,0.12,0.49,309849004.13,38.58,36069999.99,0.04,1538308.76,212826003.7,16650000.13,0.09,0.12,16650000.13,0.92,Basic Materials,Chemicals,Distributes bulk chemicals and blends,False
OMN,Omnova Solutions,0,7.45,380868192.74,-11.83,0.02,513499996.8,0.08,0.39,573599977.21,0.41,47999999.83,0.07,2470003.69,130399998.96,70299999.43,17.18,0.08,70299999.43,0.72,Basic Materials,Chemicals,Produces emulsion polymers & specialty chemicals,False
CNXC,CNX Coal Resources,0,17.8,359943081.96,6.65,0.12,204785001.31,0.07,0.55,424292997.6,-27.15,31181999.55,0.12,1150395.33,225821995.44,6313999.96,-1.71,0.07,6313999.96,0.98,Basic Materials,Coal,Engaged in thermal coal operations,False
KMG,KMG Chemicals,0,27.77,332475020.2,1.31,0,35799999.88,0.17,0.44,166561000.08,-8.16,27571000.19,0.08,1113345.37,143188997.07,12428000.04,-4.42,0.17,12428000.04,0.92,Basic Materials,Chemicals,Manufactures & distributes specialty chemicals,False
ZEUS,Olympic Steel,0,17.91,242200377.44,-15.32,0,165340997.56,0,1.3,418063001.02,-39.2,1222000.03,0.11,2742412.17,255566998.6,2845000.01,-1.46,0,2845000.01,0.58,Basic Materials,Steel,Operates as a metal service center,False
HNRG,Hallador Energy,0,9.13,230497878.74,18.88,0.02,232645995.37,0.08,0.83,442051001.19,-31.77,36227000.08,0.17,1472809.3,222222998.63,14519999.76,-1.29,0.08,12817999.78,1,Basic Materials,Coal,Engaged in the production of coal,False
T,AT&T,0,36.99,249832723449.01,-5.4,0.05,125220999418.79,0.11,0.54,242937007159.32,24.18,27630999833.44,0.07,936160285.32,123611002420.67,5895000003.29,0.61,0.11,5895000003.29,0.85,Communication Services,Communication Services,Provides communication services,False
